epoch,step,train_loss,eval_loss,precision,recall,f1,accuracy
0.0044444444444444444,1,2.9464,,,,,
0.008888888888888889,2,2.5882,,,,,
0.013333333333333334,3,2.3261,,,,,
0.017777777777777778,4,2.2077,,,,,
0.022222222222222223,5,1.9851,,,,,
0.02666666666666667,6,1.798,,,,,
0.03111111111111111,7,1.7561,,,,,
0.035555555555555556,8,1.8057,,,,,
0.04,9,1.9989,,,,,
0.044444444444444446,10,1.9506,,,,,
0.04888888888888889,11,1.7536,,,,,
0.05333333333333334,12,1.7381,,,,,
0.057777777777777775,13,1.6148,,,,,
0.06222222222222222,14,1.643,,,,,
0.06666666666666667,15,1.9695,,,,,
0.07111111111111111,16,1.2769,,,,,
0.07555555555555556,17,1.5443,,,,,
0.08,18,1.5649,,,,,
0.08444444444444445,19,1.6366,,,,,
0.08888888888888889,20,1.6476,,,,,
0.09333333333333334,21,1.5425,,,,,
0.09777777777777778,22,1.6379,,,,,
0.10222222222222223,23,1.2019,,,,,
0.10666666666666667,24,1.5328,,,,,
0.1111111111111111,25,1.8647,,,,,
0.11555555555555555,26,1.7118,,,,,
0.12,27,1.3515,,,,,
0.12444444444444444,28,1.8075,,,,,
0.1288888888888889,29,1.2108,,,,,
0.13333333333333333,30,1.6429,,,,,
0.13777777777777778,31,1.6145,,,,,
0.14222222222222222,32,1.4077,,,,,
0.14666666666666667,33,1.6412,,,,,
0.1511111111111111,34,1.4316,,,,,
0.15555555555555556,35,1.4946,,,,,
0.16,36,1.2987,,,,,
0.16444444444444445,37,1.4281,,,,,
0.1688888888888889,38,1.2239,,,,,
0.17333333333333334,39,1.0467,,,,,
0.17777777777777778,40,0.8393,,,,,
0.18222222222222223,41,1.0988,,,,,
0.18666666666666668,42,0.8444,,,,,
0.19111111111111112,43,1.3894,,,,,
0.19555555555555557,44,0.894,,,,,
0.2,45,0.9603,,,,,
0.20444444444444446,46,1.4055,,,,,
0.2088888888888889,47,1.151,,,,,
0.21333333333333335,48,1.1986,,,,,
0.21777777777777776,49,1.2152,,,,,
0.2222222222222222,50,0.8497,,,,,
0.22666666666666666,51,0.9253,,,,,
0.2311111111111111,52,0.7625,,,,,
0.23555555555555555,53,0.7957,,,,,
0.24,54,0.5863,,,,,
0.24444444444444444,55,1.0349,,,,,
0.24888888888888888,56,0.6077,,,,,
0.25333333333333335,57,0.7255,,,,,
0.2577777777777778,58,0.9295,,,,,
0.26222222222222225,59,0.5931,,,,,
0.26666666666666666,60,0.6747,,,,,
0.27111111111111114,61,1.0889,,,,,
0.27555555555555555,62,0.6527,,,,,
0.28,63,0.6206,,,,,
0.28444444444444444,64,1.1512,,,,,
0.28888888888888886,65,1.1379,,,,,
0.29333333333333333,66,0.7624,,,,,
0.29777777777777775,67,0.518,,,,,
0.3022222222222222,68,0.8889,,,,,
0.30666666666666664,69,0.3959,,,,,
0.3111111111111111,70,0.9395,,,,,
0.31555555555555553,71,0.7576,,,,,
0.32,72,0.5067,,,,,
0.3244444444444444,73,0.5991,,,,,
0.3288888888888889,74,0.6971,,,,,
0.3333333333333333,75,0.3368,,,,,
0.3377777777777778,76,1.0263,,,,,
0.3422222222222222,77,0.6975,,,,,
0.3466666666666667,78,0.6453,,,,,
0.3511111111111111,79,0.3977,,,,,
0.35555555555555557,80,0.6674,,,,,
0.36,81,0.3588,,,,,
0.36444444444444446,82,0.4288,,,,,
0.3688888888888889,83,0.7146,,,,,
0.37333333333333335,84,1.0387,,,,,
0.37777777777777777,85,0.6645,,,,,
0.38222222222222224,86,0.6969,,,,,
0.38666666666666666,87,0.5292,,,,,
0.39111111111111113,88,0.4027,,,,,
0.39555555555555555,89,0.8199,,,,,
0.4,90,0.9207,,,,,
0.40444444444444444,91,0.4989,,,,,
0.4088888888888889,92,0.5263,,,,,
0.41333333333333333,93,0.5546,,,,,
0.4177777777777778,94,0.513,,,,,
0.4222222222222222,95,0.4545,,,,,
0.4266666666666667,96,0.4879,,,,,
0.4311111111111111,97,0.411,,,,,
0.43555555555555553,98,0.3684,,,,,
0.44,99,0.3809,,,,,
0.4444444444444444,100,0.6499,,,,,
0.4488888888888889,101,0.8385,,,,,
0.4533333333333333,102,0.8836,,,,,
0.4577777777777778,103,0.3694,,,,,
0.4622222222222222,104,0.3378,,,,,
0.4666666666666667,105,0.4735,,,,,
0.4711111111111111,106,0.2898,,,,,
0.47555555555555556,107,0.4313,,,,,
0.48,108,0.1915,,,,,
0.48444444444444446,109,0.5523,,,,,
0.4888888888888889,110,0.5434,,,,,
